 4	120.944
 4	124.418
 4	88.799
 2	48.518
 1	7.275
 1	34.626
 1	2.369
 1	39.710
 1	8.216
 1	26.607
 2	27.504
 2	67.005
 1	66.348
 1	90.652
 1	84.619
 3	94.952
 2	87.895
 2	83.857
 1	67.641
 1	21.259
 1	47.830
 1	64.121
 4	104.211
 3	99.350
 3	102.626
 4	110.163
 4	71.241
 2	28.197
 2	55.437
 1	23.628
 1	60.969
 1	29.475
 1	47.866
 2	48.763
 2	88.263
 1	87.607
 1	51.554
 1	57.587
 1	47.397
 1	40.224
 1	36.186
 1	52.118
 1	68.114
 1	46.856
 1	16.292
 2	56.140
 1	51.795
 1	55.071
 3	102.662
 1	62.502
 3	75.120
 1	71.042
 2	70.489
 1	71.050
 2	76.336
 3	94.787
 1	85.179
 5	124.858
 3	117.973
 3	68.161
 3	74.194
 3	64.004
 2	56.814
 2	52.786
 3	69.995
 3	81.309
 1	63.450
 1	16.594
 1	39.809
 2	68.254
 2	71.531
 2	86.364
 1	46.211
 2	74.099
 1	54.750
 3	78.936
 1	54.758
 3	84.745
 2	78.720
 1	68.887
 4	108.570
 4	118.472
 2	28.343
 2	34.376
 2	24.186
 1	16.993
 1	20.986
 1	36.918
 3	120.363
 4	102.767
 2	55.682
 1	39.049
 2	28.394
 2	31.670
 2	46.601
 3	85.486
 2	113.148
 3	93.890
 3	117.985
 3	94.033
 5	124.534
 4	117.445
 3	108.138
 2	68.882
 2	78.923
 1	8.555
 1	14.588
 1	4.398
 1	11.571
 1	15.564
 2	31.540
 4	119.651
 3	98.406
 1	51.227
 2	67.375
 2	28.270
 1	3.277
 2	74.853
 4	113.926
 7	126.623
 2	122.125
 5	122.000
 4	122.474
 2	118.414
 1	101.610
 2	112.332
 1	73.046
 1	63.078
 1	11.838
 1	17.871
 1	7.681
 1	14.854
 1	18.847
 2	34.823
 4	123.058
 3	101.689
 1	54.510
 2	70.658
 2	31.553
 1	3.283
 2	80.247
 5	117.169
 4	125.974
 2	125.408
 2	120.975
 5	125.717
 1	114.954
 1	98.333
 2	109.168
 1	69.770
 1	59.802
 2	75.044
 3	84.108
 2	70.887
 2	63.727
 2	67.720
 2	83.652
 3	93.279
 3	114.856
 2	102.555
 2	85.960
 2	46.710
 3	75.072
 3	80.451
 1	39.553
 3	88.873
 1	62.272
 4	85.022
 1	48.100
 3	78.030
 2	70.849
 2	62.154
 1	22.289
 1	32.298
 4	114.805
 4	120.780
 4	110.648
 4	103.478
 2	99.380
 3	118.810
 2	46.739
 4	69.780
 1	63.186
 1	46.591
 3	86.574
 4	114.927
 5	118.161
 1	40.138
 3	49.283
 2	22.720
 2	44.365
 1	8.547
 2	38.471
 1	32.503
 1	22.676
 2	62.266
 3	72.258
 3	119.093
 3	113.062
 6	123.448
 5	116.392
 5	112.355
 2	96.077
 1	7.210
 2	28.504
 4	76.387
 3	75.830
 2	115.639
 7	127.903
 4	128.813
 4	91.032
 3	50.899
 1	27.352
 1	4.835
 2	42.090
 1	10.682
 1	29.073
 2	29.970
 2	69.471
 2	68.836
 3	122.869
 4	128.938
 3	118.713
 2	111.522
 2	107.494
 3	122.721
 1	33.799
 2	55.026
 1	71.303
 1	54.709
 3	94.608
 2	122.963
 2	126.240
 1	63.617
 1	23.478
 1	26.590
 1	31.425
 1	14.672
 2	37.287
 2	55.668
 2	46.158
 3	85.665
 3	95.412
 2	114.589
 3	111.833
 1	91.574
 1	2.374
 1	23.933
 2	71.768
 3	80.737
 3	120.550
 5	123.305
 3	123.885
 4	86.430
 2	46.149
 1	4.905
 1	32.257
 1	37.340
 1	5.847
 1	24.238
 2	25.135
 2	64.635
 4	123.554
 4	129.587
 4	112.226
 2	108.187
 4	126.145
 1	38.190
 1	59.749
 1	71.992
 1	55.398
 3	95.381
 4	123.734
 5	126.968
 1	48.945
 1	8.807
 2	40.734
 1	14.171
 1	35.815
 1	29.922
 1	41.310
 1	31.483
 2	71.073
 3	81.064
 2	120.481
 2	114.450
 3	117.724
 3	113.687
 1	97.467
 1	8.268
 1	29.827
 2	77.662
 3	86.758
 5	126.551
 2	121.071
 2	117.778
 3	80.458
 2	40.302
 1	10.799
 2	38.166
 1	5.893
 1	31.494
 1	18.391
 2	19.288
 2	58.788
 1	58.132
 1	111.206
 1	114.222
 3	118.262
 2	114.092
 1	24.889
 1	46.447
 2	94.384
 1	78.753
 4	118.484
 1	102.651
 1	99.368
 3	71.755
 1	32.162
 1	27.419
 2	54.802
 1	22.514
 1	40.709
 1	16.621
 1	10.499
 2	49.740
 1	39.741
 2	121.016
 3	127.157
 2	116.859
 5	124.091
 2	121.035
 2	120.294
 2	31.091
 2	52.650
 1	84.848
 1	68.254
 3	108.196
 2	112.461
 2	109.178
 2	61.552
 1	21.662
 2	33.622
 2	44.385
 2	28.717
 1	30.210
 2	22.824
 1	9.827
 1	39.500
 2	49.551
 1	81.473
 1	77.316
 2	84.518
 2	88.511
 3	104.512
 2	70.936
 2	92.495
 5	124.606
 4	108.026
 2	68.695
 1	72.918
 1	69.635
 1	21.993
 2	61.514
 2	73.467
 3	84.220
 2	68.562
 2	70.062
 2	62.668
 2	48.603
 1	39.833
 1	10.009
 1	71.464
 1	74.480
 3	94.593
 1	63.420
 1	84.979
 3	117.217
 4	117.580
 2	78.678
 1	62.910
 1	59.626
 1	31.961
 3	70.988
 2	65.987
 3	93.341
 3	79.535
 1	55.152
 1	38.532
 2	49.367
 1	9.968

<Input Total Flows> 360600.000000
<Output Total Flows> 360599.856683
